scheme,fold,view,features,model,control,seed,n_train,n_test,chance,noise_band,balanced_accuracy,accuracy,macro_f1,nll,brier,ece,ece_adaptive,classes_present,above_chance,recall_CA1,recall_DG,recall_VIS,recall_CA3,recall_CA2,draws,balanced_accuracy_max_draw
loso_allen,719161530_probeF,5class,bandpower_full,constant,permuted,0,36800,4100,0.3333333333333333,0.0299509402778846,0.3333333333333333,0.4878048780487805,0.2185792349726776,1.040028457961628,0.6072144866061135,0.0475874867444328,0.0475874867444328,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeA,5class,bandpower_full,constant,model,0,32800,5300,0.3333333333333333,0.02203963733901,0.3333333333333333,0.4528301886792453,0.2077922077922077,1.089858947604099,0.6434971743010113,0.0227795674183157,0.0227795674183157,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeA,5class,bandpower_full,constant,permuted,0,32800,5300,0.3333333333333333,0.02203963733901,0.3333333333333333,0.4528301886792453,0.2077922077922077,1.089858947604099,0.6434971743010113,0.0227795674183157,0.0227795674183157,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeB,5class,bandpower_full,constant,model,0,36200,5700,0.3333333333333333,0.019989599196949,0.3333333333333333,0.3859649122807017,0.1856540084388185,1.271282467824414,0.7007813633776147,0.0587864689347679,0.0587864689347679,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeB,5class,bandpower_full,constant,permuted,0,36200,5700,0.3333333333333333,0.019989599196949,0.3333333333333333,0.3859649122807017,0.1856540084388185,1.271282467824414,0.7007813633776147,0.0587864689347679,0.0587864689347679,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeC,5class,bandpower_full,constant,model,0,37800,3800,0.5,0.0248910670199432,0.5,0.6052631578947368,0.3770491803278688,1.2229074901444617,0.677410752041774,0.1872737399053189,0.1872737399053189,DG|VIS,0.0,,0.0,1.0,,,,
loso_allen,798911424_probeC,5class,bandpower_full,constant,permuted,0,37800,3800,0.5,0.0248910670199432,0.5,0.6052631578947368,0.3770491803278688,1.2229074901444617,0.677410752041774,0.1872737399053189,0.1872737399053189,DG|VIS,0.0,,0.0,1.0,,,,
loso_allen,798911424_probeD,5class,bandpower_full,constant,model,0,33100,5700,0.25,0.0331218249566888,0.25,0.4210526315789473,0.1481481481481481,1.3329826603814563,0.6782497357476257,0.0532676101128956,0.0532676101128956,CA1|CA2|CA3|VIS,0.0,0.0,,1.0,0.0,0.0,,
loso_allen,798911424_probeD,5class,bandpower_full,constant,permuted,0,33100,5700,0.25,0.0331218249566888,0.25,0.4210526315789473,0.1481481481481481,1.3329826603814563,0.6782497357476257,0.0532676101128956,0.0532676101128956,CA1|CA2|CA3|VIS,0.0,0.0,,1.0,0.0,0.0,,
loso_allen,798911424_probeE,5class,bandpower_full,constant,model,0,32400,6400,0.25,0.0301428592247411,0.25,0.359375,0.132183908045977,9.73287498519043,0.848984529797287,0.1221064814814815,0.1221064814814815,CA1|CA2|CA3|VIS,0.0,0.0,,1.0,0.0,0.0,,
loso_allen,798911424_probeE,5class,bandpower_full,constant,permuted,0,32400,6400,0.25,0.0301428592247411,0.25,0.359375,0.132183908045977,9.73287498519043,0.848984529797287,0.1221064814814815,0.1221064814814815,CA1|CA2|CA3|VIS,0.0,0.0,,1.0,0.0,0.0,,
loso_allen,798911424_probeF,5class,bandpower_full,constant,model,0,34700,5700,0.25,0.021875,0.25,0.4210526315789473,0.1481481481481481,1.374900678072146,0.7173302456117038,0.0371606249052025,0.0371606249052025,CA1|CA3|DG|VIS,0.0,0.0,0.0,1.0,0.0,,,
loso_allen,798911424_probeF,5class,bandpower_full,constant,permuted,0,34700,5700,0.25,0.021875,0.25,0.4210526315789473,0.1481481481481481,1.374900678072146,0.7173302456117038,0.0371606249052025,0.0371606249052025,CA1|CA3|DG|VIS,0.0,0.0,0.0,1.0,0.0,,,
loso_allen,719161530_probeA,4class,bandpower_full,logreg,model,0,35100,5200,0.3333333333333333,0.0215426973482119,0.6533006535947713,0.6725,0.6584676411202358,0.8279999285855199,0.4471888125897248,0.0638913140350707,0.0637919268890884,CA1|DG|VIS,0.319967320261438,0.7282352941176471,0.5216666666666666,0.71,,,,
loso_allen,719161530_probeA,4class,bandpower_full,logreg,permuted,0,35100,5200,0.3333333333333333,0.0215426973482119,0.3333333333333333,0.4423076923076923,0.2044444444444444,1.2031990876706875,0.6686898792947168,0.015759299275222,0.1309022921217097,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,719161530_probeB,4class,bandpower_full,logreg,model,0,34600,5400,0.3333333333333333,0.0207628678437416,0.7002837902837903,0.7211111111111111,0.7094496352098796,0.6973531755459429,0.3786200460992928,0.0906649809220035,0.0913981122229227,CA1|DG|VIS,0.3669504569504569,0.6111111111111112,0.6042857142857143,0.8854545454545455,,,,
loso_allen,719161530_probeB,4class,bandpower_full,logreg,permuted,0,34600,5400,0.3333333333333333,0.0207628678437416,0.3333333333333333,0.4074074074074074,0.1929824561403509,1.172379948231442,0.6709268291477798,0.1311537837400004,0.1558129028103917,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,719161530_probeC,4class,bandpower_full,logreg,model,0,36000,2900,0.5,0.0325461709998771,0.5751948051948051,0.7906896551724137,0.6147248193913772,0.5351396344776872,0.2684856559320996,0.1101416040807766,0.1104207596545576,DG|VIS,0.0751948051948051,,0.1585714285714285,0.9918181818181818,,,,
loso_allen,719161530_probeC,4class,bandpower_full,logreg,permuted,0,36000,2900,0.5,0.0325461709998771,0.5,0.7586206896551724,0.4313725490196078,1.0690708474421484,0.5938206022504301,0.3235678426268162,0.4215908826540475,DG|VIS,0.0,,0.0,1.0,,,,
loso_allen,719161530_probeF,4class,bandpower_full,logreg,model,0,36600,4100,0.3333333333333333,0.0299509402778846,0.7884215686274509,0.7648780487804878,0.717042058749148,0.6185306118927713,0.3400925525857334,0.0843014050545603,0.0843014050545602,CA1|DG|VIS,0.4550882352941176,0.6217647058823529,0.88,0.8635,,,,
loso_allen,719161530_probeF,4class,bandpower_full,logreg,permuted,0,36600,4100,0.3333333333333333,0.0299509402778846,0.3333333333333333,0.4878048780487805,0.2185792349726776,1.0385869493036024,0.6086080668301821,0.045545676226414,0.0807909209071104,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeA,4class,bandpower_full,logreg,model,0,32800,5300,0.3333333333333333,0.02203963733901,0.6178918128654971,0.6475471698113208,0.6139434748800925,0.8900119609450273,0.4710020393476995,0.040860170963406,0.0401766223865402,CA1|DG|VIS,0.2845584795321638,0.5468421052631579,0.531,0.7758333333333334,,,,
loso_allen,798911424_probeA,4class,bandpower_full,logreg,permuted,0,32800,5300,0.3333333333333333,0.02203963733901,0.3333333333333333,0.4528301886792453,0.2077922077922077,1.0896022630489952,0.6428910577581394,0.023792939201514,0.0498485518273602,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeB,4class,bandpower_full,logreg,model,0,35800,5700,0.3333333333333333,0.019989599196949,0.5802346999405823,0.5833333333333334,0.5820361028859616,1.0700895687656322,0.5693019394822353,0.0639935412318201,0.0637254867816957,CA1|DG|VIS,0.2469013666072489,0.5966666666666667,0.5317647058823529,0.6122727272727273,,,,
loso_allen,798911424_probeB,4class,bandpower_full,logreg,permuted,0,35800,5700,0.3333333333333333,0.019989599196949,0.3333333333333333,0.3859649122807017,0.1856540084388185,1.2642393089522288,0.7036611938495979,0.0655796273584121,0.1585547494977491,CA1|DG|VIS,0.0,0.0,0.0,1.0,,,,
loso_allen,798911424_probeC,4class,bandpower_full,logreg,model,0,37600,3800,0.5,0.0248910670199432,0.6388115942028986,0.6868421052631579,0.6783463756908429,0.91507536125049,0.4550751391815406,0.059739982997104,0.0596017967975318,DG|VIS,0.1388115942028985,,0.4106666666666667,0.8669565217391304,,,,
loso_allen,798911424_probeC,4class,bandpower_full,logreg,permuted,0,37600,3800,0.5,0.0248910670199432,0.5,0.6052631578947368,0.3770491803278688,1.227391408419181,0.6809304409488189,0.1849871388647525,0.1849871388647525,DG|VIS,0.0,,0.0,1.0,,,,
loso_allen,798911424_probeD,4class,bandpower_full,logreg,model,0,32900,5500,0.3333333333333333,0.0264635695404174,0.4057371794871795,0.5405454545454546,0.3530633771161772,1.1913904212776525,0.6462305780716602,0.1851475186986664,0.1851475186986664,CA1|CA3|VIS,0.0724038461538462,0.2584615384615384,,0.95875,0.0,,,
loso_allen,798911424_probeD,4class,bandpower_full,logreg,permuted,0,32900,5500,0.3333333333333333,0.0264635695404174,0.3333333333333333,0.4363636363636363,0.2025316455696202,1.1904236191720294,0.6553303457567803,0.045491114953832,0.1414847766395091,CA1|CA3|VIS,0.0,0.0,,1.0,0.0,,,
loso_allen,798911424_probeE,4class,bandpower_full,logreg,model,0,32400,6200,0.3333333333333333,0.0191121584218615,0.504304347826087,0.5341935483870968,0.4439099004266039,8.924842404241629,0.7016918668829314,0.2088339046170106,0.2088339046170105,CA1|CA3|VIS,0.1709710144927537,0.559,,0.9539130434782608,0.0,,,
loso_allen,798911424_probeE,4class,bandpower_full,logreg,permuted,0,32400,6200,0.3333333333333333,0.0191121584218615,0.3333333333333333,0.3709677419354839,0.1803921568627451,9.158882761508854,0.8339683616465073,0.1082906585577783,0.1082906585577783,CA1|CA3|VIS,0.0,0.0,,1.0,0.0,,,
loso_allen,798911424_probeF,4class,bandpower_full,logreg,model,0,34500,5700,0.25,0.021875,0.4317708333333333,0.578421052631579,0.3929884366833562,1.077440211069681,0.5459620320023254,0.1105643582371933,0.111054863435053,CA1|CA3|DG|VIS,0.1817708333333333,0.665,0.1975,0.8645833333333334,0.0,,,
loso_allen,798911424_probeF,4class,bandpower_full,logreg,permuted,0,34500,5700,0.25,0.021875,0.25,0.4210526315789473,0.1481481481481481,1.3739361929053084,0.7176481744670513,0.0407875932656944,0.0592022524451771,CA1|CA3|DG|VIS,0.0,0.0,0.0,1.0,0.0,,,
