scheme,fold,source,n_test,balanced_accuracy,raw_accuracy,majority,chance,ece
cross_lab_allen_to_ibl,d2832a38_probe00,position,18300,0.25,0.34972677595628415,0.34972677595628415,0.25,0.43617657743804833
cross_lab_allen_to_ibl,d2832a38_probe00,bandpower_full,18300,0.2961546790654521,0.34595628415300544,0.34972677595628415,0.25,0.1529793071338709
cross_lab_allen_to_ibl,d2832a38_probe00,w2v2_frozen,18300,0.2657107160931174,0.3253551912568306,0.34972677595628415,0.25,0.6244905604234363
cross_lab_allen_to_ibl,d2832a38_probe00,position+bandpower_full,18300,0.451586485745614,0.5877049180327869,0.34972677595628415,0.25,0.12098655316283856
cross_lab_allen_to_ibl,d2832a38_probe00,position+w2v2_frozen,18300,0.27495787997638327,0.3359562841530055,0.34972677595628415,0.25,0.6093532911167027
cross_lab_ibl_to_allen,719161530_probeA,position,5200,0.29340721795964764,0.3269230769230769,0.4423076923076923,0.3333333333333333,0.5067586795846613
cross_lab_ibl_to_allen,719161530_probeA,bandpower_full,5200,0.48047527706734866,0.5198076923076923,0.4423076923076923,0.3333333333333333,0.09770627734089579
cross_lab_ibl_to_allen,719161530_probeA,w2v2_frozen,5200,0.37488206876953684,0.44711538461538464,0.4423076923076923,0.3333333333333333,0.4603729925280876
cross_lab_ibl_to_allen,719161530_probeA,position+bandpower_full,5200,0.4881571469167378,0.4801923076923077,0.4423076923076923,0.3333333333333333,0.34776259142499855
cross_lab_ibl_to_allen,719161530_probeA,position+w2v2_frozen,5200,0.48008169934640527,0.5459615384615385,0.4423076923076923,0.3333333333333333,0.3617941656885398
cross_lab_ibl_to_allen,719161530_probeB,position,5400,0.36435786435786427,0.3888888888888889,0.4074074074074074,0.3333333333333333,0.4497962817849942
cross_lab_ibl_to_allen,719161530_probeB,bandpower_full,5400,0.4811976911976912,0.5177777777777778,0.4074074074074074,0.3333333333333333,0.06030165030543037
cross_lab_ibl_to_allen,719161530_probeB,w2v2_frozen,5400,0.33729677729677726,0.39,0.4074074074074074,0.3333333333333333,0.5323077964861358
cross_lab_ibl_to_allen,719161530_probeB,position+bandpower_full,5400,0.5102477152477153,0.5198148148148148,0.4074074074074074,0.3333333333333333,0.3101059442411594
cross_lab_ibl_to_allen,719161530_probeB,position+w2v2_frozen,5400,0.4558561808561808,0.505,0.4074074074074074,0.3333333333333333,0.41749123328404275
cross_lab_ibl_to_allen,719161530_probeC,position,2900,0.18181818181818182,0.27586206896551724,0.7586206896551724,0.5,0.6423058744004462
cross_lab_ibl_to_allen,719161530_probeC,bandpower_full,2900,0.23055194805194804,0.31655172413793103,0.7586206896551724,0.5,0.31933240417060343
cross_lab_ibl_to_allen,719161530_probeC,w2v2_frozen,2900,0.4260064935064935,0.6182758620689656,0.7586206896551724,0.5,0.3190145080769645
cross_lab_ibl_to_allen,719161530_probeC,position+bandpower_full,2900,0.32876623376623376,0.47,0.7586206896551724,0.5,0.3586572017398158
cross_lab_ibl_to_allen,719161530_probeC,position+w2v2_frozen,2900,0.4655844155844156,0.6724137931034483,0.7586206896551724,0.5,0.2937307750566973
cross_lab_ibl_to_allen,719161530_probeF,position,4100,0.0,0.0,0.4878048780487805,0.3333333333333333,0.9566768170772532
cross_lab_ibl_to_allen,719161530_probeF,bandpower_full,4100,0.45697058823529413,0.5587804878048781,0.4878048780487805,0.3333333333333333,0.13267243548015506
cross_lab_ibl_to_allen,719161530_probeF,w2v2_frozen,4100,0.31420588235294117,0.43390243902439024,0.4878048780487805,0.3333333333333333,0.48593489192864625
cross_lab_ibl_to_allen,719161530_probeF,position+bandpower_full,4100,0.0,0.0,0.4878048780487805,0.3333333333333333,0.9689342426636208
cross_lab_ibl_to_allen,719161530_probeF,position+w2v2_frozen,4100,0.0,0.0,0.4878048780487805,0.3333333333333333,0.9684755535434545
cross_lab_ibl_to_allen,798911424_probeA,position,5300,0.0,0.0,0.4528301886792453,0.3333333333333333,0.8312828309138505
cross_lab_ibl_to_allen,798911424_probeA,bandpower_full,5300,0.36977339181286545,0.39528301886792455,0.4528301886792453,0.3333333333333333,0.18483419729943038
cross_lab_ibl_to_allen,798911424_probeA,w2v2_frozen,5300,0.33919590643274855,0.4316981132075472,0.4528301886792453,0.3333333333333333,0.5177399991766041
cross_lab_ibl_to_allen,798911424_probeA,position+bandpower_full,5300,0.02913888888888889,0.03905660377358491,0.4528301886792453,0.3333333333333333,0.7521607318864189
cross_lab_ibl_to_allen,798911424_probeA,position+w2v2_frozen,5300,0.23997514619883042,0.30433962264150943,0.4528301886792453,0.3333333333333333,0.619936655497617
cross_lab_ibl_to_allen,798911424_probeB,position,5700,0.0,0.0,0.38596491228070173,0.3333333333333333,0.8462885235624116
cross_lab_ibl_to_allen,798911424_probeB,bandpower_full,5700,0.41390968508615567,0.4108771929824561,0.38596491228070173,0.3333333333333333,0.1667598346086557
cross_lab_ibl_to_allen,798911424_probeB,w2v2_frozen,5700,0.41660031689443455,0.4571929824561404,0.38596491228070173,0.3333333333333333,0.4490584274411203
cross_lab_ibl_to_allen,798911424_probeB,position+bandpower_full,5700,0.010802139037433154,0.012456140350877193,0.38596491228070173,0.3333333333333333,0.8212521138839912
cross_lab_ibl_to_allen,798911424_probeB,position+w2v2_frozen,5700,0.20400079223608636,0.23228070175438598,0.38596491228070173,0.3333333333333333,0.6981017099695972
cross_lab_ibl_to_allen,798911424_probeC,position,3800,0.0,0.0,0.6052631578947368,0.5,0.8131776705121099
cross_lab_ibl_to_allen,798911424_probeC,bandpower_full,3800,0.28653623188405797,0.3318421052631579,0.6052631578947368,0.5,0.28422584533280704
cross_lab_ibl_to_allen,798911424_probeC,w2v2_frozen,3800,0.49979710144927536,0.59,0.6052631578947368,0.5,0.3372450421073634
cross_lab_ibl_to_allen,798911424_probeC,position+bandpower_full,3800,0.0,0.0,0.6052631578947368,0.5,0.8506284673785343
cross_lab_ibl_to_allen,798911424_probeC,position+w2v2_frozen,3800,0.1184927536231884,0.1431578947368421,0.6052631578947368,0.5,0.7923635976079595
