run,score,aurc,risk_full,risk_half,risk_fifth,in_vs_out_auc
cross_lab_ibl_to_allen__all_target_groups__seed0,max_softmax,0.6177764169320187,0.5802390438247012,0.540597609561753,0.7205179282868526,0.3153749252988048
cross_lab_ibl_to_allen__all_target_groups__seed0,entropy,0.6247654840008726,0.5802390438247012,0.5409561752988048,0.7316733067729083,0.32682953685258964
cross_lab_ibl_to_allen__all_target_groups__seed0,mahalanobis,0.6514399980562884,0.5802390438247012,0.5675298804780876,0.7636454183266932,0.9553983466135458
