run,score,aurc,risk_full,risk_half,risk_fifth,in_vs_out_auc
cross_lab_allen_to_ibl__all_target_groups__seed0,max_softmax,0.7786065367986874,0.6906259426847662,0.7685520361990951,0.8682503770739065,0.40035753205128205
cross_lab_allen_to_ibl__all_target_groups__seed0,entropy,0.7796697400354656,0.6906259426847662,0.7685520361990951,0.8719457013574661,0.3975521662895927
cross_lab_allen_to_ibl__all_target_groups__seed0,mahalanobis,0.8046918752844584,0.6906259426847662,0.7955656108597285,0.8976244343891403,0.49510249057315237
