run,score,aurc,risk_full,risk_half,risk_fifth,in_vs_out_auc
cross_lab_allen_to_ibl__all_target_groups__seed0__whiten,max_softmax,0.2754815258767899,0.5119909502262443,0.31384615384615383,0.06655354449472096,0.44894335407239816
cross_lab_allen_to_ibl__all_target_groups__seed0__whiten,entropy,0.27928953274424184,0.5119909502262443,0.31396681749622923,0.07047511312217195,0.4408145475113122
cross_lab_allen_to_ibl__all_target_groups__seed0__whiten,mahalanobis,0.37435572409853163,0.5119909502262443,0.4032126696832579,0.17413273001508295,0.5921099736048266
