run,raw_accuracy,majority,balanced_accuracy,chance,ece,lab_identity_auc,control_uncentred_raw,control_uncentred_balanced,control_centred_in_lab_balanced
cross_lab_allen_to_ibl__all_target_groups__seed0__lp100,0.46531674208144796,0.3695324283559578,0.4134186921543823,0.25,0.14532410976690605,0.46273236621002545,0.4969683257918552,0.41240264200368604,0.6382697961232343
