scheme,group,view,seed,lowpass_hz,permuted,n_test,chance,balanced_accuracy,macro_f1,ece,nll,classes_present
loso_ibl,0802ced5_probe01,4class,0,0.0,False,18300,0.3333333333333333,0.6969064613526569,0.6934262514668994,0.27177724028313327,1.2435202203004263,CA1|DG|VIS
loso_ibl,0802ced5_probe01,5class,0,0.0,False,18300,0.3333333333333333,0.6969064613526569,0.6934262514668994,0.27177724028313327,1.2435202203004263,CA1|DG|VIS
