scheme,group,view,seed,lowpass_hz,permuted,n_test,chance,balanced_accuracy,macro_f1,ece,nll,classes_present
cross_lab_ibl_to_allen,719161530_probeA,4class,2,100.0,False,5200,0.3333333333333333,0.5265139244103438,0.49083249097748083,0.18669919401708618,0.9667067373113136,CA1|DG|VIS
cross_lab_ibl_to_allen,719161530_probeA,5class,2,100.0,False,5200,0.3333333333333333,0.5265139244103438,0.49083249097748083,0.18669919401708618,0.9667067373113136,CA1|DG|VIS
cross_lab_ibl_to_allen,719161530_probeB,4class,2,100.0,False,5400,0.3333333333333333,0.48996392496392493,0.4599432905944352,0.2490243654703453,1.0635644421787243,CA1|DG|VIS
cross_lab_ibl_to_allen,719161530_probeB,5class,2,100.0,False,5400,0.3333333333333333,0.48996392496392493,0.4599432905944352,0.2490243654703453,1.0635644421787243,CA1|DG|VIS
cross_lab_ibl_to_allen,719161530_probeC,4class,2,100.0,False,2900,0.5,0.2305194805194805,0.31590144350776295,0.43505552411411236,2.6356406783412436,DG|VIS
cross_lab_ibl_to_allen,719161530_probeC,5class,2,100.0,False,2900,0.5,0.2305194805194805,0.31590144350776295,0.43505552411411236,2.6356406783412436,DG|VIS
cross_lab_ibl_to_allen,719161530_probeF,4class,2,100.0,False,4100,0.3333333333333333,0.49590196078431364,0.5210340909234225,0.13864373402943392,1.2488231711648357,CA1|DG|VIS
cross_lab_ibl_to_allen,719161530_probeF,5class,2,100.0,False,4100,0.3333333333333333,0.49590196078431364,0.5210340909234225,0.13864373402943392,1.2488231711648357,CA1|DG|VIS
cross_lab_ibl_to_allen,798911424_probeA,4class,2,100.0,False,5300,0.3333333333333333,0.5546505847953216,0.5598193494518474,0.13689051742462469,0.9985078418252032,CA1|DG|VIS
cross_lab_ibl_to_allen,798911424_probeA,5class,2,100.0,False,5300,0.3333333333333333,0.5546505847953216,0.5598193494518474,0.13689051742462469,0.9985078418252032,CA1|DG|VIS
cross_lab_ibl_to_allen,798911424_probeB,4class,2,100.0,False,5700,0.3333333333333333,0.5165438700732818,0.5209184091181961,0.21793917970085663,1.1895317153184628,CA1|DG|VIS
cross_lab_ibl_to_allen,798911424_probeB,5class,2,100.0,False,5700,0.3333333333333333,0.5165438700732818,0.5209184091181961,0.21793917970085663,1.1895317153184628,CA1|DG|VIS
cross_lab_ibl_to_allen,798911424_probeC,4class,2,100.0,False,3800,0.5,0.27108695652173914,0.37500879929665537,0.44166292478439406,2.3983154562970763,DG|VIS
cross_lab_ibl_to_allen,798911424_probeC,5class,2,100.0,False,3800,0.5,0.27108695652173914,0.37500879929665537,0.44166292478439406,2.3983154562970763,DG|VIS
cross_lab_ibl_to_allen,798911424_probeD,4class,2,100.0,False,5500,0.3333333333333333,0.23850000000000002,0.21025443676299135,0.5312727136901518,2.4878790309861216,CA1|CA3|VIS
cross_lab_ibl_to_allen,798911424_probeD,5class,2,100.0,False,5700,0.25,0.178875,0.1545078802057806,0.5401206208952586,2.6193909623072678,CA1|CA2|CA3|VIS
cross_lab_ibl_to_allen,798911424_probeE,4class,2,100.0,False,6200,0.3333333333333333,0.5038417238749047,0.5268419841201807,0.2752776771958269,1.9616412580491003,CA1|CA3|VIS
cross_lab_ibl_to_allen,798911424_probeE,5class,2,100.0,False,6400,0.25,0.3778812929061785,0.38846498105101873,0.291694350433154,2.134336894049712,CA1|CA2|CA3|VIS
cross_lab_ibl_to_allen,798911424_probeF,4class,2,100.0,False,5700,0.25,0.4269270833333333,0.4193363858283386,0.2507095936267626,1.6307036411364202,CA1|CA3|DG|VIS
cross_lab_ibl_to_allen,798911424_probeF,5class,2,100.0,False,5700,0.25,0.4269270833333333,0.4193363858283386,0.2507095936267626,1.6307036411364202,CA1|CA3|DG|VIS
