scheme,group,view,seed,lowpass_hz,permuted,n_test,chance,balanced_accuracy,macro_f1,ece,nll,classes_present
loso_ibl,0a018f12_probe00,4class,0,0.0,False,18000,0.3333333333333333,0.8190105078537283,0.8396678244377954,0.1008489756920046,0.7372351744602174,CA1|DG|VIS
loso_ibl,0a018f12_probe00,5class,0,0.0,False,18000,0.3333333333333333,0.8190105078537283,0.8396678244377954,0.1008489756920046,0.7372351744602174,CA1|DG|VIS
