scheme,group,view,seed,lowpass_hz,permuted,n_test,chance,balanced_accuracy,macro_f1,ece,nll,classes_present
loso_ibl,3638d102_probe01,4class,0,0.0,False,18700,0.3333333333333333,0.7661620071684587,0.8036349609851897,0.07706958802467472,0.5852395519642921,CA1|DG|VIS
loso_ibl,3638d102_probe01,5class,0,0.0,False,18700,0.3333333333333333,0.7661620071684587,0.8036349609851897,0.07706958802467472,0.5852395519642921,CA1|DG|VIS
