scheme,group,view,seed,lowpass_hz,permuted,n_test,chance,balanced_accuracy,macro_f1,ece,nll,classes_present
cross_lab_allen_to_ibl,0802ced5_probe00,4class,1,0.0,False,21500,0.25,0.25606974921630093,0.1622313807404418,0.42279326262887185,2.5759665324520475,CA1|CA3|DG|VIS
cross_lab_allen_to_ibl,0802ced5_probe00,5class,1,0.0,False,21500,0.25,0.25606974921630093,0.1622313807404418,0.42279326262887185,2.5759665324520475,CA1|CA3|DG|VIS
cross_lab_allen_to_ibl,0802ced5_probe01,4class,1,0.0,False,18300,0.3333333333333333,0.3950048309178744,0.307998160349225,0.3003630532644279,2.0535482055641614,CA1|DG|VIS
cross_lab_allen_to_ibl,0802ced5_probe01,5class,1,0.0,False,18300,0.3333333333333333,0.3950048309178744,0.307998160349225,0.3003630532644279,2.0535482055641614,CA1|DG|VIS
cross_lab_allen_to_ibl,0a018f12_probe00,4class,1,0.0,False,18000,0.3333333333333333,0.46998443223443226,0.37608751679018465,0.16726632320923984,1.789596087327513,CA1|DG|VIS
cross_lab_allen_to_ibl,0a018f12_probe00,5class,1,0.0,False,18000,0.3333333333333333,0.46998443223443226,0.37608751679018465,0.16726632320923984,1.789596087327513,CA1|DG|VIS
cross_lab_allen_to_ibl,3638d102_probe01,4class,1,0.0,False,18700,0.3333333333333333,0.3866222222222222,0.30735668263293375,0.3079726641138764,1.8818247045847285,CA1|DG|VIS
cross_lab_allen_to_ibl,3638d102_probe01,5class,1,0.0,False,18700,0.3333333333333333,0.3866222222222222,0.30735668263293375,0.3079726641138764,1.8818247045847285,CA1|DG|VIS
cross_lab_allen_to_ibl,54238fd6_probe00,4class,1,0.0,False,17700,0.25,0.24407986111111113,0.16226332822849732,0.4243016937297234,2.4973403936700618,CA1|CA3|DG|VIS
cross_lab_allen_to_ibl,54238fd6_probe00,5class,1,0.0,False,17700,0.25,0.24407986111111113,0.16226332822849732,0.4243016937297234,2.4973403936700618,CA1|CA3|DG|VIS
cross_lab_allen_to_ibl,5dcee0eb_probe00,4class,1,0.0,False,20100,0.3333333333333333,0.4610262725779967,0.3576212218995174,0.21032731730983362,1.9106594948315307,CA1|DG|VIS
cross_lab_allen_to_ibl,5dcee0eb_probe00,5class,1,0.0,False,20100,0.3333333333333333,0.4610262725779967,0.3576212218995174,0.21032731730983362,1.9106594948315307,CA1|DG|VIS
cross_lab_allen_to_ibl,d2832a38_probe00,4class,1,0.0,False,18300,0.25,0.3307354925775978,0.24748530922549195,0.260161615405001,2.004335694367582,CA1|CA3|DG|VIS
cross_lab_allen_to_ibl,d2832a38_probe00,5class,1,0.0,False,18300,0.25,0.3307354925775978,0.24748530922549195,0.260161615405001,2.004335694367582,CA1|CA3|DG|VIS
